game_id,move_id,vision,vision_simple,vision_advanced,vision_expert,snake_length,head_direction,head_pos,apple_pos,move,apple_pos_new,facing_apple,closed_region,hit,life,prob_to_live
0,0,1030,1101,11011000,110110000010,3,0,"(5, 5)","(5, 4)",1,"(5, 4)",0,0,0,1,
0,1,0003,1110,11101001,111010010001,3,1,"(6, 5)","(5, 4)",1,"(5, 4)",0,0,0,1,
0,2,0003,1110,11101001,111010010001,3,1,"(7, 5)","(5, 4)",2,"(5, 4)",0,0,0,1,
0,3,3000,0111,01111001,011110011000,3,2,"(7, 6)","(5, 4)",1,"(5, 4)",0,0,0,1,
0,4,0003,1110,11101001,111010010001,3,1,"(8, 6)","(5, 4)",2,"(5, 4)",0,0,0,1,
0,5,3000,0111,01111001,011110011000,3,2,"(8, 7)","(5, 4)",0,"(5, 4)",1,0,3,0,
1,0,0030,1101,11010011,110100110010,3,0,"(5, 5)","(0, 6)",2,"(0, 6)",1,0,3,0,
2,0,0030,1101,11011001,110110010010,3,0,"(5, 5)","(4, 1)",1,"(4, 1)",0,0,0,1,
2,1,0003,1110,11101001,111010010001,3,1,"(6, 5)","(4, 1)",2,"(4, 1)",0,0,0,1,
2,2,3000,0111,01111001,011110011000,3,2,"(6, 6)","(4, 1)",0,"(4, 1)",1,0,3,0,
3,0,0030,1101,11011100,110111000010,3,0,"(5, 5)","(8, 3)",0,"(8, 3)",1,0,0,1,
3,1,0030,1101,11011100,110111000010,3,0,"(5, 4)","(8, 3)",2,"(8, 3)",0,0,3,0,
4,0,0030,1101,11010110,110101100010,3,0,"(5, 5)","(7, 8)",0,"(7, 8)",0,0,0,1,
4,1,0030,1101,11010110,110101100010,3,0,"(5, 4)","(7, 8)",3,"(7, 8)",0,0,0,1,
4,2,0300,1011,10110110,101101100100,3,3,"(4, 4)","(7, 8)",0,"(7, 8)",0,0,0,1,
4,3,0030,1101,11010110,110101100010,3,0,"(4, 3)","(7, 8)",3,"(7, 8)",0,0,0,1,
4,4,0300,1011,10110110,101101100100,3,3,"(3, 3)","(7, 8)",2,"(7, 8)",1,0,0,1,
4,5,3000,0111,01110110,011101101000,3,2,"(3, 4)","(7, 8)",0,"(7, 8)",0,0,3,0,
5,0,0030,1101,11011001,110110010010,3,0,"(5, 5)","(3, 2)",2,"(3, 2)",0,0,3,0,
6,0,0030,1101,11011001,110110010010,3,0,"(5, 5)","(4, 1)",3,"(4, 1)",1,0,0,1,
6,1,0300,1011,10111000,101110000100,3,3,"(4, 5)","(4, 1)",3,"(4, 1)",0,0,0,1,
6,2,0300,1011,10111100,101111000100,3,3,"(3, 5)","(4, 1)",1,"(4, 1)",1,0,3,0,
7,0,0030,1101,11010011,110100110010,3,0,"(5, 5)","(3, 9)",3,"(3, 9)",1,0,0,1,
7,1,0300,1011,10110011,101100110100,3,3,"(4, 5)","(3, 9)",1,"(3, 9)",0,0,3,0,
8,0,0030,1101,11011100,110111000010,3,0,"(5, 5)","(6, 4)",0,"(6, 4)",1,0,0,1,
8,1,0130,1101,11010100,110101000010,3,0,"(5, 4)","(6, 4)",3,"(6, 4)",0,0,0,1,
8,2,0300,1011,10110100,101101000100,3,3,"(4, 4)","(6, 4)",2,"(6, 4)",0,0,0,1,
8,3,3000,0111,01111100,011111001000,3,2,"(4, 5)","(6, 4)",3,"(6, 4)",0,0,0,1,
8,4,0300,1011,10111100,101111000100,3,3,"(3, 5)","(6, 4)",0,"(6, 4)",1,0,0,1,
8,5,0030,1101,11010100,110101000010,3,0,"(3, 4)","(6, 4)",0,"(6, 4)",0,0,0,1,
8,6,0030,1101,11010110,110101100010,3,0,"(3, 3)","(6, 4)",2,"(6, 4)",1,0,3,0,
9,0,0031,1101,11010001,110100010010,3,0,"(5, 5)","(4, 5)",0,"(4, 5)",0,0,0,1,
9,1,0030,1101,11010011,110100110010,3,0,"(5, 4)","(4, 5)",0,"(4, 5)",0,0,0,1,
9,2,0030,1101,11010011,110100110010,3,0,"(5, 3)","(4, 5)",2,"(4, 5)",1,0,3,0,
10,0,0030,1101,11010110,110101100010,3,0,"(5, 5)","(8, 7)",3,"(8, 7)",0,0,0,1,
10,1,0300,1011,10110110,101101100100,3,3,"(4, 5)","(8, 7)",3,"(8, 7)",0,0,0,1,
10,2,0300,1011,10110110,101101100100,3,3,"(3, 5)","(8, 7)",0,"(8, 7)",0,0,0,1,
10,3,0030,1101,11010110,110101100010,3,0,"(3, 4)","(8, 7)",2,"(8, 7)",1,0,3,0,
11,0,0030,1101,11010011,110100110010,3,0,"(5, 5)","(0, 7)",1,"(0, 7)",0,0,0,1,
11,1,0003,1110,11100011,111000110001,3,1,"(6, 5)","(0, 7)",0,"(0, 7)",0,0,0,1,
11,2,0030,1101,11010011,110100110010,3,0,"(6, 4)","(0, 7)",0,"(0, 7)",0,0,0,1,
11,3,0030,1101,11010011,110100110010,3,0,"(6, 3)","(0, 7)",3,"(0, 7)",1,0,0,1,
11,4,0300,1011,10110011,101100110100,3,3,"(5, 3)","(0, 7)",2,"(0, 7)",1,0,0,1,
11,5,3000,0111,01110011,011100111000,3,2,"(5, 4)","(0, 7)",0,"(0, 7)",0,0,3,0,
12,0,0030,1101,11011001,110110010010,3,0,"(5, 5)","(3, 4)",3,"(3, 4)",1,0,0,1,
12,1,0300,1011,10111001,101110010100,3,3,"(4, 5)","(3, 4)",1,"(3, 4)",0,0,3,0,
13,0,0030,1101,11011001,110110010010,3,0,"(5, 5)","(1, 1)",0,"(1, 1)",1,0,0,1,
13,1,0030,1101,11011001,110110010010,3,0,"(5, 4)","(1, 1)",1,"(1, 1)",0,0,0,1,
13,2,0003,1110,11101001,111010010001,3,1,"(6, 4)","(1, 1)",1,"(1, 1)",0,0,0,1,
13,3,0003,1110,11101001,111010010001,3,1,"(7, 4)","(1, 1)",1,"(1, 1)",0,0,0,1,
13,4,0003,1110,11101001,111010010001,3,1,"(8, 4)","(1, 1)",3,"(1, 1)",1,0,3,0,
14,0,0030,1101,11011001,110110010010,3,0,"(5, 5)","(2, 2)",2,"(2, 2)",0,0,3,0,
15,0,0030,1101,11011001,110110010010,3,0,"(5, 5)","(2, 1)",2,"(2, 1)",0,0,3,0,
16,0,0030,1101,11010110,110101100010,3,0,"(5, 5)","(8, 9)",3,"(8, 9)",0,0,0,1,
16,1,0300,1011,10110110,101101100100,3,3,"(4, 5)","(8, 9)",0,"(8, 9)",0,0,0,1,
16,2,0030,1101,11010110,110101100010,3,0,"(4, 4)","(8, 9)",1,"(8, 9)",1,0,0,1,
16,3,0003,1110,11100110,111001100001,3,1,"(5, 4)","(8, 9)",2,"(8, 9)",1,0,0,1,
16,4,3000,0111,01110110,011101101000,3,2,"(5, 5)","(8, 9)",2,"(8, 9)",1,0,0,1,
16,5,3000,0111,01110110,011101101000,3,2,"(5, 6)","(8, 9)",1,"(8, 9)",1,0,0,1,
16,6,0003,1110,11100110,111001100001,3,1,"(6, 6)","(8, 9)",2,"(8, 9)",1,0,0,1,
16,7,3000,0111,01110110,011101101000,3,2,"(6, 7)","(8, 9)",1,"(8, 9)",1,0,0,1,
16,8,0003,1110,11100110,111001100001,3,1,"(7, 7)","(8, 9)",3,"(8, 9)",0,0,3,0,
17,0,0030,1101,11010001,110100010010,3,0,"(5, 5)","(1, 5)",3,"(1, 5)",1,0,0,1,
17,1,0300,1011,10110001,101100010100,3,3,"(4, 5)","(1, 5)",1,"(1, 5)",0,0,3,0,
18,0,0030,1101,11011001,110110010010,3,0,"(5, 5)","(4, 0)",2,"(4, 0)",0,0,3,0,
19,0,0030,1101,11010110,110101100010,3,0,"(5, 5)","(8, 6)",0,"(8, 6)",0,0,0,1,
19,1,0030,1101,11010110,110101100010,3,0,"(5, 4)","(8, 6)",0,"(8, 6)",0,0,0,1,
19,2,0030,1101,11010110,110101100010,3,0,"(5, 3)","(8, 6)",3,"(8, 6)",0,0,0,1,
19,3,0300,1011,10110110,101101100100,3,3,"(4, 3)","(8, 6)",2,"(8, 6)",1,0,0,1,
19,4,3000,0111,01110110,011101101000,3,2,"(4, 4)","(8, 6)",3,"(8, 6)",0,0,0,1,
19,5,0300,1011,10110110,101101100100,3,3,"(3, 4)","(8, 6)",1,"(8, 6)",1,0,3,0,
20,0,0030,1101,11010100,110101000010,3,0,"(5, 5)","(9, 5)",0,"(9, 5)",0,0,0,1,
20,1,0030,1101,11010110,110101100010,3,0,"(5, 4)","(9, 5)",2,"(9, 5)",1,0,3,0,
21,0,0030,1101,11011001,110110010010,3,0,"(5, 5)","(0, 0)",0,"(0, 0)",1,0,0,1,
21,1,0030,1101,11011001,110110010010,3,0,"(5, 4)","(0, 0)",3,"(0, 0)",1,0,0,1,
21,2,0300,1011,10111001,101110010100,3,3,"(4, 4)","(0, 0)",1,"(0, 0)",0,0,3,0,
22,0,0030,1101,11011001,110110010010,3,0,"(5, 5)","(4, 2)",0,"(4, 2)",1,0,0,1,
22,1,0030,1101,11011001,110110010010,3,0,"(5, 4)","(4, 2)",1,"(4, 2)",0,0,0,1,
22,2,0003,1110,11101001,111010010001,3,1,"(6, 4)","(4, 2)",2,"(4, 2)",0,0,0,1,
22,3,3000,0111,01111001,011110011000,3,2,"(6, 5)","(4, 2)",0,"(4, 2)",1,0,3,0,
23,0,0030,1101,11010001,110100010010,3,0,"(5, 5)","(2, 5)",0,"(2, 5)",0,0,0,1,
23,1,0030,1101,11010011,110100110010,3,0,"(5, 4)","(2, 5)",0,"(2, 5)",0,0,0,1,
23,2,0030,1101,11010011,110100110010,3,0,"(5, 3)","(2, 5)",2,"(2, 5)",1,0,3,0,
24,0,0030,1101,11010011,110100110010,3,0,"(5, 5)","(0, 8)",3,"(0, 8)",1,0,0,1,
24,1,0300,1011,10110011,101100110100,3,3,"(4, 5)","(0, 8)",2,"(0, 8)",1,0,0,1,
24,2,3000,0111,01110011,011100111000,3,2,"(4, 6)","(0, 8)",0,"(0, 8)",0,0,3,0,
25,0,0030,1101,11011001,110110010010,3,0,"(5, 5)","(4, 1)",3,"(4, 1)",1,0,0,1,
25,1,0300,1011,10111000,101110000100,3,3,"(4, 5)","(4, 1)",3,"(4, 1)",0,0,0,1,
25,2,0300,1011,10111100,101111000100,3,3,"(3, 5)","(4, 1)",2,"(4, 1)",0,0,0,1,
25,3,3000,0111,01111100,011111001000,3,2,"(3, 6)","(4, 1)",3,"(4, 1)",0,0,0,1,
25,4,0300,1011,10111100,101111000100,3,3,"(2, 6)","(4, 1)",1,"(4, 1)",1,0,3,0,
26,0,0030,1101,11010011,110100110010,3,0,"(5, 5)","(2, 9)",3,"(2, 9)",1,0,0,1,
26,1,0300,1011,10110011,101100110100,3,3,"(4, 5)","(2, 9)",0,"(2, 9)",0,0,0,1,
26,2,0030,1101,11010011,110100110010,3,0,"(4, 4)","(2, 9)",3,"(2, 9)",1,0,0,1,
26,3,0300,1011,10110011,101100110100,3,3,"(3, 4)","(2, 9)",0,"(2, 9)",0,0,0,1,
26,4,0030,1101,11010011,110100110010,3,0,"(3, 3)","(2, 9)",0,"(2, 9)",0,0,0,1,
26,5,0030,1101,11010011,110100110010,3,0,"(3, 2)","(2, 9)",3,"(2, 9)",1,0,0,1,
26,6,0300,1011,10110010,101100100100,3,3,"(2, 2)","(2, 9)",2,"(2, 9)",1,0,0,1,
26,7,3000,0111,01110010,011100101000,3,2,"(2, 3)","(2, 9)",3,"(2, 9)",0,0,0,1,
26,8,0300,1011,10110110,101101100100,3,3,"(1, 3)","(2, 9)",0,"(2, 9)",0,0,0,1,
26,9,0030,1101,11010110,110101100010,3,0,"(1, 2)","(2, 9)",3,"(2, 9)",0,0,0,1,
26,10,0305,1010,10100110,101001100100,3,3,"(0, 2)","(2, 9)",2,"(2, 9)",1,0,0,1,
26,11,3005,0110,01100110,011001101000,3,2,"(0, 3)","(2, 9)",2,"(2, 9)",1,0,0,1,
26,12,3005,0110,01100110,011001101000,3,2,"(0, 4)","(2, 9)",2,"(2, 9)",1,0,0,1,
26,13,3005,0110,01100110,011001101000,3,2,"(0, 5)","(2, 9)",0,"(2, 9)",0,0,3,0,
27,0,0030,1101,11011100,110111000010,3,0,"(5, 5)","(6, 4)",2,"(6, 4)",0,0,3,0,
28,0,0030,1101,11010110,110101100010,3,0,"(5, 5)","(8, 6)",2,"(8, 6)",1,0,3,0,
29,0,0030,1101,11010110,110101100010,3,0,"(5, 5)","(6, 7)",1,"(6, 7)",1,0,0,1,
29,1,0003,1110,11100010,111000100001,3,1,"(6, 5)","(6, 7)",2,"(6, 7)",1,0,0,1,
29,2,3010,0111,01110010,011100101000,3,2,"(6, 6)","(6, 7)",2,"(0, 0)",1,0,1,1,
29,3,3000,0111,01111001,011110011000,4,2,"(6, 7)","(0, 0)",3,"(0, 0)",1,0,0,1,
29,4,0300,1011,10111001,101110010100,4,3,"(5, 7)","(0, 0)",0,"(0, 0)",1,0,0,1,
29,5,0030,1101,11011001,110110010010,4,0,"(5, 6)","(0, 0)",1,"(0, 0)",0,0,0,1,
29,6,0003,1110,11101001,111010010001,4,1,"(6, 6)","(0, 0)",2,"(0, 0)",0,0,0,1,
29,7,3000,0111,01111001,011110011000,4,2,"(6, 7)","(0, 0)",1,"(0, 0)",0,0,0,1,
29,8,0003,1110,11101001,111010010001,4,1,"(7, 7)","(0, 0)",0,"(0, 0)",1,0,0,1,
29,9,0030,1101,11011001,110110010010,4,0,"(7, 6)","(0, 0)",1,"(0, 0)",0,0,0,1,
29,10,0003,1110,11101001,111010010001,4,1,"(8, 6)","(0, 0)",0,"(0, 0)",1,0,0,1,
29,11,0030,1101,11011001,110110010010,4,0,"(8, 5)","(0, 0)",2,"(0, 0)",0,0,3,0,
30,0,0030,1101,11010110,110101100010,3,0,"(5, 5)","(6, 6)",1,"(6, 6)",1,0,0,1,
30,1,0013,1110,11100010,111000100001,3,1,"(6, 5)","(6, 6)",3,"(6, 6)",0,0,3,0,
31,0,0030,1101,11011000,110110000010,3,0,"(5, 5)","(5, 1)",1,"(5, 1)",0,0,0,1,
31,1,0003,1110,11101001,111010010001,3,1,"(6, 5)","(5, 1)",1,"(5, 1)",0,0,0,1,
31,2,0003,1110,11101001,111010010001,3,1,"(7, 5)","(5, 1)",1,"(5, 1)",0,0,0,1,
31,3,0003,1110,11101001,111010010001,3,1,"(8, 5)","(5, 1)",0,"(5, 1)",1,0,0,1,
31,4,0030,1101,11011001,110110010010,3,0,"(8, 4)","(5, 1)",1,"(5, 1)",0,0,0,1,
31,5,0503,1010,10101001,101010010001,3,1,"(9, 4)","(5, 1)",2,"(5, 1)",0,0,0,1,
31,6,3500,0011,00111001,001110011000,3,2,"(9, 5)","(5, 1)",2,"(5, 1)",0,0,0,1,
31,7,3500,0011,00111001,001110011000,3,2,"(9, 6)","(5, 1)",1,"(5, 1)",0,0,5,0,
32,0,0130,1101,11010100,110101000010,3,0,"(5, 5)","(6, 5)",1,"(0, 2)",1,0,1,1,
32,1,0003,1110,11101001,111010010001,4,1,"(6, 5)","(0, 2)",0,"(0, 2)",1,0,0,1,
32,2,0030,1101,11011001,110110010010,4,0,"(6, 4)","(0, 2)",1,"(0, 2)",0,0,0,1,
32,3,0003,1110,11101001,111010010001,4,1,"(7, 4)","(0, 2)",1,"(0, 2)",0,0,0,1,
32,4,0003,1110,11101001,111010010001,4,1,"(8, 4)","(0, 2)",2,"(0, 2)",0,0,0,1,
32,5,3000,0111,01111001,011110011000,4,2,"(8, 5)","(0, 2)",2,"(0, 2)",0,0,0,1,
32,6,3000,0111,01111001,011110011000,4,2,"(8, 6)","(0, 2)",3,"(0, 2)",1,0,0,1,
32,7,0300,1011,10111001,101110010100,4,3,"(7, 6)","(0, 2)",1,"(0, 2)",0,0,3,0,
33,0,1030,1101,11011000,110110000010,3,0,"(5, 5)","(5, 4)",0,"(0, 6)",1,0,1,1,
33,1,0030,1101,11010011,110100110010,4,0,"(5, 4)","(0, 6)",2,"(0, 6)",1,0,3,0,
34,0,0030,1101,11011100,110111000010,3,0,"(5, 5)","(8, 2)",0,"(8, 2)",1,0,0,1,
34,1,0030,1101,11011100,110111000010,3,0,"(5, 4)","(8, 2)",3,"(8, 2)",0,0,0,1,
34,2,0300,1011,10111100,101111000100,3,3,"(4, 4)","(8, 2)",1,"(8, 2)",1,0,3,0,
35,0,0030,1101,11011001,110110010010,3,0,"(5, 5)","(3, 1)",3,"(3, 1)",1,0,0,1,
35,1,0300,1011,10111001,101110010100,3,3,"(4, 5)","(3, 1)",2,"(3, 1)",0,0,0,1,
35,2,3000,0111,01111001,011110011000,3,2,"(4, 6)","(3, 1)",2,"(3, 1)",0,0,0,1,
35,3,3000,0111,01111001,011110011000,3,2,"(4, 7)","(3, 1)",0,"(3, 1)",1,0,3,0,
36,0,0030,1101,11011001,110110010010,3,0,"(5, 5)","(3, 4)",2,"(3, 4)",0,0,3,0,
37,0,0030,1101,11011100,110111000010,3,0,"(5, 5)","(6, 0)",3,"(6, 0)",0,0,0,1,
37,1,0300,1011,10111100,101111000100,3,3,"(4, 5)","(6, 0)",0,"(6, 0)",1,0,0,1,
37,2,0030,1101,11011100,110111000010,3,0,"(4, 4)","(6, 0)",0,"(6, 0)",1,0,0,1,
37,3,0030,1101,11011100,110111000010,3,0,"(4, 3)","(6, 0)",1,"(6, 0)",1,0,0,1,
37,4,0003,1110,11101100,111011000001,3,1,"(5, 3)","(6, 0)",3,"(6, 0)",0,0,3,0,
38,0,0030,1101,11011001,110110010010,3,0,"(5, 5)","(4, 3)",2,"(4, 3)",0,0,3,0,
39,0,0030,1101,11011100,110111000010,3,0,"(5, 5)","(7, 4)",0,"(7, 4)",1,0,0,1,
39,1,0030,1101,11010100,110101000010,3,0,"(5, 4)","(7, 4)",0,"(7, 4)",0,0,0,1,
39,2,0030,1101,11010110,110101100010,3,0,"(5, 3)","(7, 4)",1,"(7, 4)",1,0,0,1,
39,3,0003,1110,11100110,111001100001,3,1,"(6, 3)","(7, 4)",0,"(7, 4)",0,0,0,1,
39,4,0030,1101,11010110,110101100010,3,0,"(6, 2)","(7, 4)",2,"(7, 4)",1,0,3,0,
40,0,0030,1101,11011001,110110010010,3,0,"(5, 5)","(3, 2)",1,"(3, 2)",0,0,0,1,
40,1,0003,1110,11101001,111010010001,3,1,"(6, 5)","(3, 2)",1,"(3, 2)",0,0,0,1,
40,2,0003,1110,11101001,111010010001,3,1,"(7, 5)","(3, 2)",2,"(3, 2)",0,0,0,1,
40,3,3000,0111,01111001,011110011000,3,2,"(7, 6)","(3, 2)",2,"(3, 2)",0,0,0,1,
40,4,3000,0111,01111001,011110011000,3,2,"(7, 7)","(3, 2)",1,"(3, 2)",0,0,0,1,
40,5,0003,1110,11101001,111010010001,3,1,"(8, 7)","(3, 2)",3,"(3, 2)",1,0,3,0,
41,0,0030,1101,11010011,110100110010,3,0,"(5, 5)","(1, 7)",2,"(1, 7)",1,0,3,0,
42,0,0030,1101,11011100,110111000010,3,0,"(5, 5)","(7, 0)",1,"(7, 0)",1,0,0,1,
42,1,0003,1110,11101100,111011000001,3,1,"(6, 5)","(7, 0)",3,"(7, 0)",0,0,3,0,
43,0,0030,1101,11011100,110111000010,3,0,"(5, 5)","(6, 0)",2,"(6, 0)",0,0,3,0,
44,0,0030,1101,11010011,110100110010,3,0,"(5, 5)","(4, 8)",2,"(4, 8)",1,0,3,0,
45,0,0030,1101,11011001,110110010010,3,0,"(5, 5)","(2, 4)",3,"(2, 4)",1,0,0,1,
45,1,0300,1011,10111001,101110010100,3,3,"(4, 5)","(2, 4)",1,"(2, 4)",0,0,3,0,
46,0,0030,1101,11010110,110101100010,3,0,"(5, 5)","(6, 7)",3,"(6, 7)",0,0,0,1,
46,1,0300,1011,10110110,101101100100,3,3,"(4, 5)","(6, 7)",3,"(6, 7)",0,0,0,1,
46,2,0300,1011,10110110,101101100100,3,3,"(3, 5)","(6, 7)",3,"(6, 7)",0,0,0,1,
46,3,0300,1011,10110110,101101100100,3,3,"(2, 5)","(6, 7)",3,"(6, 7)",0,0,0,1,
46,4,0300,1011,10110110,101101100100,3,3,"(1, 5)","(6, 7)",2,"(6, 7)",1,0,0,1,
46,5,3000,0111,01110110,011101101000,3,2,"(1, 6)","(6, 7)",3,"(6, 7)",0,0,0,1,
46,6,0305,1010,10100110,101001100100,3,3,"(0, 6)","(6, 7)",2,"(6, 7)",1,0,0,1,
46,7,3005,0110,01100100,011001001000,3,2,"(0, 7)","(6, 7)",3,"(6, 7)",0,0,5,0,
47,0,0030,1101,11011001,110110010010,3,0,"(5, 5)","(4, 4)",3,"(4, 4)",1,0,0,1,
47,1,1300,1011,10111000,101110000100,3,3,"(4, 5)","(4, 4)",0,"(5, 1)",1,0,1,1,
47,2,0030,1101,11011100,110111000010,4,0,"(4, 4)","(5, 1)",1,"(5, 1)",1,0,0,1,
47,3,0003,1110,11101000,111010000001,4,1,"(5, 4)","(5, 1)",1,"(5, 1)",0,0,0,1,
47,4,0003,1110,11101001,111010010001,4,1,"(6, 4)","(5, 1)",0,"(5, 1)",1,0,0,1,
47,5,0030,1101,11011001,110110010010,4,0,"(6, 3)","(5, 1)",1,"(5, 1)",0,0,0,1,
47,6,0003,1110,11101001,111010010001,4,1,"(7, 3)","(5, 1)",0,"(5, 1)",1,0,0,1,
47,7,0030,1101,11011001,110110010010,4,0,"(7, 2)","(5, 1)",2,"(5, 1)",0,0,3,0,
48,0,0030,1101,11010011,110100110010,3,0,"(5, 5)","(1, 8)",2,"(1, 8)",1,0,3,0,
49,0,0030,1101,11010011,110100110010,3,0,"(5, 5)","(1, 9)",2,"(1, 9)",1,0,3,0,
50,0,0030,1101,11010011,110100110010,3,0,"(5, 5)","(3, 8)",3,"(3, 8)",1,0,0,1,
50,1,0300,1011,10110011,101100110100,3,3,"(4, 5)","(3, 8)",1,"(3, 8)",0,0,3,0,
51,0,0030,1101,11011100,110111000010,3,0,"(5, 5)","(9, 4)",3,"(9, 4)",0,0,0,1,
51,1,0300,1011,10111100,101111000100,3,3,"(4, 5)","(9, 4)",0,"(9, 4)",1,0,0,1,
51,2,0030,1101,11010100,110101000010,3,0,"(4, 4)","(9, 4)",2,"(9, 4)",0,0,3,0,
52,0,0030,1101,11010110,110101100010,3,0,"(5, 5)","(6, 6)",0,"(6, 6)",0,0,0,1,
52,1,0030,1101,11010110,110101100010,3,0,"(5, 4)","(6, 6)",0,"(6, 6)",0,0,0,1,
52,2,0030,1101,11010110,110101100010,3,0,"(5, 3)","(6, 6)",3,"(6, 6)",0,0,0,1,
52,3,0300,1011,10110110,101101100100,3,3,"(4, 3)","(6, 6)",3,"(6, 6)",0,0,0,1,
52,4,0300,1011,10110110,101101100100,3,3,"(3, 3)","(6, 6)",0,"(6, 6)",0,0,0,1,
52,5,0030,1101,11010110,110101100010,3,0,"(3, 2)","(6, 6)",3,"(6, 6)",0,0,0,1,
52,6,0300,1011,10110110,101101100100,3,3,"(2, 2)","(6, 6)",1,"(6, 6)",1,0,3,0,
53,0,0030,1101,11010011,110100110010,3,0,"(5, 5)","(4, 7)",0,"(4, 7)",0,0,0,1,
53,1,0030,1101,11010011,110100110010,3,0,"(5, 4)","(4, 7)",3,"(4, 7)",1,0,0,1,
53,2,0300,1011,10110010,101100100100,3,3,"(4, 4)","(4, 7)",3,"(4, 7)",0,0,0,1,
53,3,0300,1011,10110110,101101100100,3,3,"(3, 4)","(4, 7)",2,"(4, 7)",1,0,0,1,
53,4,3000,0111,01110110,011101101000,3,2,"(3, 5)","(4, 7)",0,"(4, 7)",0,0,3,0,
54,0,0030,1101,11011100,110111000010,3,0,"(5, 5)","(8, 0)",0,"(8, 0)",1,0,0,1,
54,1,0030,1101,11011100,110111000010,3,0,"(5, 4)","(8, 0)",1,"(8, 0)",1,0,0,1,
54,2,0003,1110,11101100,111011000001,3,1,"(6, 4)","(8, 0)",0,"(8, 0)",1,0,0,1,
54,3,0030,1101,11011100,110111000010,3,0,"(6, 3)","(8, 0)",2,"(8, 0)",0,0,3,0,
55,0,0030,1101,11010110,110101100010,3,0,"(5, 5)","(8, 9)",3,"(8, 9)",0,0,0,1,
55,1,0300,1011,10110110,101101100100,3,3,"(4, 5)","(8, 9)",1,"(8, 9)",1,0,3,0,
56,0,0030,1101,11011100,110111000010,3,0,"(5, 5)","(9, 0)",2,"(9, 0)",0,0,3,0,
57,0,0030,1101,11011001,110110010010,3,0,"(5, 5)","(0, 0)",0,"(0, 0)",1,0,0,1,
57,1,0030,1101,11011001,110110010010,3,0,"(5, 4)","(0, 0)",3,"(0, 0)",1,0,0,1,
57,2,0300,1011,10111001,101110010100,3,3,"(4, 4)","(0, 0)",3,"(0, 0)",1,0,0,1,
57,3,0300,1011,10111001,101110010100,3,3,"(3, 4)","(0, 0)",1,"(0, 0)",0,0,3,0,
58,0,0030,1101,11010110,110101100010,3,0,"(5, 5)","(9, 9)",3,"(9, 9)",0,0,0,1,
58,1,0300,1011,10110110,101101100100,3,3,"(4, 5)","(9, 9)",0,"(9, 9)",0,0,0,1,
58,2,0030,1101,11010110,110101100010,3,0,"(4, 4)","(9, 9)",2,"(9, 9)",1,0,3,0,
59,0,0030,1101,11011100,110111000010,3,0,"(5, 5)","(6, 1)",2,"(6, 1)",0,0,3,0,
60,0,0030,1101,11011100,110111000010,3,0,"(5, 5)","(6, 2)",3,"(6, 2)",0,0,0,1,
60,1,0300,1011,10111100,101111000100,3,3,"(4, 5)","(6, 2)",3,"(6, 2)",0,0,0,1,
60,2,0300,1011,10111100,101111000100,3,3,"(3, 5)","(6, 2)",1,"(6, 2)",1,0,3,0,
61,0,0030,1101,11011001,110110010010,3,0,"(5, 5)","(4, 2)",2,"(4, 2)",0,0,3,0,
62,0,0030,1101,11011100,110111000010,3,0,"(5, 5)","(7, 4)",2,"(7, 4)",0,0,3,0,
63,0,0030,1101,11011100,110111000010,3,0,"(5, 5)","(6, 3)",2,"(6, 3)",0,0,3,0,
64,0,0030,1101,11010011,110100110010,3,0,"(5, 5)","(2, 8)",3,"(2, 8)",1,0,0,1,
64,1,0300,1011,10110011,101100110100,3,3,"(4, 5)","(2, 8)",2,"(2, 8)",1,0,0,1,
64,2,3000,0111,01110011,011100111000,3,2,"(4, 6)","(2, 8)",3,"(2, 8)",1,0,0,1,
64,3,0300,1011,10110011,101100110100,3,3,"(3, 6)","(2, 8)",2,"(2, 8)",1,0,0,1,
64,4,3000,0111,01110011,011100111000,3,2,"(3, 7)","(2, 8)",1,"(2, 8)",0,0,0,1,
64,5,0003,1110,11100011,111000110001,3,1,"(4, 7)","(2, 8)",3,"(2, 8)",1,0,3,0,
65,0,0030,1101,11011001,110110010010,3,0,"(5, 5)","(2, 4)",2,"(2, 4)",0,0,3,0,
66,0,0030,1101,11011100,110111000010,3,0,"(5, 5)","(9, 1)",2,"(9, 1)",0,0,3,0,
67,0,0030,1101,11011100,110111000010,3,0,"(5, 5)","(6, 1)",1,"(6, 1)",1,0,0,1,
67,1,0003,1110,11101000,111010000001,3,1,"(6, 5)","(6, 1)",3,"(6, 1)",0,0,3,0,
68,0,0030,1101,11011100,110111000010,3,0,"(5, 5)","(7, 2)",1,"(7, 2)",1,0,0,1,
68,1,0003,1110,11101100,111011000001,3,1,"(6, 5)","(7, 2)",0,"(7, 2)",1,0,0,1,
68,2,0030,1101,11011100,110111000010,3,0,"(6, 4)","(7, 2)",2,"(7, 2)",0,0,3,0,
69,0,0030,1101,11011001,110110010010,3,0,"(5, 5)","(0, 4)",3,"(0, 4)",1,0,0,1,
69,1,0300,1011,10111001,101110010100,3,3,"(4, 5)","(0, 4)",0,"(0, 4)",1,0,0,1,
69,2,0030,1101,11010001,110100010010,3,0,"(4, 4)","(0, 4)",3,"(0, 4)",1,0,0,1,
69,3,0300,1011,10110001,101100010100,3,3,"(3, 4)","(0, 4)",1,"(0, 4)",0,0,3,0,
