game_id,move_id,vision,snake_length,head_direction,head_pos,apple_pos,move,vision_new,snake_length_new,head_direction_new,head_pos_new,apple_pos_new,hit,life
159,1,0200,3,3,"(4, 5)","(0, 0)",3,0200,3,3,"(3, 5)","(0, 0)",0,1
159,2,0200,3,3,"(3, 5)","(0, 0)",3,0200,3,3,"(2, 5)","(0, 0)",0,1
159,3,0200,3,3,"(2, 5)","(0, 0)",0,0020,3,0,"(2, 4)","(0, 0)",0,1
159,4,0020,3,0,"(2, 4)","(0, 0)",3,0200,3,3,"(1, 4)","(0, 0)",0,1
159,5,0200,3,3,"(1, 4)","(0, 0)",2,2000,3,2,"(1, 5)","(0, 0)",0,1
159,6,2000,3,2,"(1, 5)","(0, 0)",3,0203,3,3,"(0, 5)","(0, 0)",0,1
159,7,0203,3,3,"(0, 5)","(0, 0)",2,2003,3,2,"(0, 6)","(0, 0)",0,1
159,8,2003,3,2,"(0, 6)","(0, 0)",1,0002,3,1,"(1, 6)","(0, 0)",0,1
159,9,0002,3,1,"(1, 6)","(0, 0)",0,0020,3,0,"(1, 5)","(0, 0)",0,1
159,10,0020,3,0,"(1, 5)","(0, 0)",1,0002,3,1,"(2, 5)","(0, 0)",0,1
159,11,0002,3,1,"(2, 5)","(0, 0)",1,0002,3,1,"(3, 5)","(0, 0)",0,1
159,12,0002,3,1,"(3, 5)","(0, 0)",2,2000,3,2,"(3, 6)","(0, 0)",0,1
159,13,2000,3,2,"(3, 6)","(0, 0)",2,2000,3,2,"(3, 7)","(0, 0)",0,1
159,14,2000,3,2,"(3, 7)","(0, 0)",3,0200,3,3,"(2, 7)","(0, 0)",0,1
159,15,0200,3,3,"(2, 7)","(0, 0)",1,0200,3,3,"(1, 7)","(0, 0)",0,1
159,16,0200,3,3,"(1, 7)","(0, 0)",2,2000,3,2,"(1, 8)","(0, 0)",0,1
159,17,2000,3,2,"(1, 8)","(0, 0)",0,2030,3,2,"(1, 9)","(0, 0)",0,1
159,18,2030,3,2,"(1, 9)","(0, 0)",0,2030,3,2,"(1, 9)","(0, 0)",3,0
160,0,0020,3,0,"(5, 5)","(2, 5)",2,0020,3,0,"(5, 4)","(2, 5)",0,1
160,1,0020,3,0,"(5, 4)","(2, 5)",0,0020,3,0,"(5, 3)","(2, 5)",0,1
160,2,0020,3,0,"(5, 3)","(2, 5)",1,0002,3,1,"(6, 3)","(2, 5)",0,1
160,3,0002,3,1,"(6, 3)","(2, 5)",3,0002,3,1,"(7, 3)","(2, 5)",0,1
160,4,0002,3,1,"(7, 3)","(2, 5)",2,2000,3,2,"(7, 4)","(2, 5)",0,1
160,5,2000,3,2,"(7, 4)","(2, 5)",1,0002,3,1,"(8, 4)","(2, 5)",0,1
160,6,0002,3,1,"(8, 4)","(2, 5)",2,2000,3,2,"(8, 5)","(2, 5)",0,1
160,7,2000,3,2,"(8, 5)","(2, 5)",2,2000,3,2,"(8, 6)","(2, 5)",0,1
160,8,2000,3,2,"(8, 6)","(2, 5)",0,2000,3,2,"(8, 7)","(2, 5)",0,1
160,9,2000,3,2,"(8, 7)","(2, 5)",1,0302,3,1,"(9, 7)","(2, 5)",0,1
160,10,0302,3,1,"(9, 7)","(2, 5)",0,0320,3,0,"(9, 6)","(2, 5)",0,1
160,11,0320,3,0,"(9, 6)","(2, 5)",2,0320,3,0,"(9, 5)","(2, 5)",0,1
160,12,0320,3,0,"(9, 5)","(2, 5)",1,0320,3,1,"(9, 5)","(2, 5)",3,0
161,0,0020,3,0,"(5, 5)","(9, 6)",3,0200,3,3,"(4, 5)","(9, 6)",0,1
161,1,0200,3,3,"(4, 5)","(9, 6)",2,2000,3,2,"(4, 6)","(9, 6)",0,1
161,2,2000,3,2,"(4, 6)","(9, 6)",0,2000,3,2,"(4, 7)","(9, 6)",0,1
161,3,2000,3,2,"(4, 7)","(9, 6)",1,0002,3,1,"(5, 7)","(9, 6)",0,1
161,4,0002,3,1,"(5, 7)","(9, 6)",3,0002,3,1,"(6, 7)","(9, 6)",0,1
161,5,0002,3,1,"(6, 7)","(9, 6)",3,0002,3,1,"(7, 7)","(9, 6)",0,1
161,6,0002,3,1,"(7, 7)","(9, 6)",3,0002,3,1,"(8, 7)","(9, 6)",0,1
161,7,0002,3,1,"(8, 7)","(9, 6)",0,0120,3,0,"(8, 6)","(9, 6)",0,1
161,8,0120,3,0,"(8, 6)","(9, 6)",0,0020,3,0,"(8, 5)","(9, 6)",0,1
161,9,0020,3,0,"(8, 5)","(9, 6)",2,0020,3,0,"(8, 4)","(9, 6)",0,1
161,10,0020,3,0,"(8, 4)","(9, 6)",2,0020,3,0,"(8, 3)","(9, 6)",0,1
161,11,0020,3,0,"(8, 3)","(9, 6)",1,0302,3,1,"(9, 3)","(9, 6)",0,1
161,12,0302,3,1,"(9, 3)","(9, 6)",0,0320,3,0,"(9, 2)","(9, 6)",0,1
161,13,0320,3,0,"(9, 2)","(9, 6)",1,0320,3,1,"(9, 2)","(9, 6)",3,0
162,0,0020,3,0,"(5, 5)","(9, 1)",2,0020,3,0,"(5, 4)","(9, 1)",0,1
162,1,0020,3,0,"(5, 4)","(9, 1)",3,0200,3,3,"(4, 4)","(9, 1)",0,1
162,2,0200,3,3,"(4, 4)","(9, 1)",0,0020,3,0,"(4, 3)","(9, 1)",0,1
162,3,0020,3,0,"(4, 3)","(9, 1)",2,0020,3,0,"(4, 2)","(9, 1)",0,1
162,4,0020,3,0,"(4, 2)","(9, 1)",1,0002,3,1,"(5, 2)","(9, 1)",0,1
162,5,0002,3,1,"(5, 2)","(9, 1)",0,0020,3,0,"(5, 1)","(9, 1)",0,1
162,6,0020,3,0,"(5, 1)","(9, 1)",3,0200,3,3,"(4, 1)","(9, 1)",0,1
162,7,0200,3,3,"(4, 1)","(9, 1)",0,3020,3,0,"(4, 0)","(9, 1)",0,1
162,8,3020,3,0,"(4, 0)","(9, 1)",0,3020,3,0,"(4, 0)","(9, 1)",3,0
163,0,0020,3,0,"(5, 5)","(6, 0)",0,0020,3,0,"(5, 4)","(6, 0)",0,1
163,1,0020,3,0,"(5, 4)","(6, 0)",1,0002,3,1,"(6, 4)","(6, 0)",0,1
163,2,0002,3,1,"(6, 4)","(6, 0)",3,0002,3,1,"(7, 4)","(6, 0)",0,1
163,3,0002,3,1,"(7, 4)","(6, 0)",3,0002,3,1,"(8, 4)","(6, 0)",0,1
163,4,0002,3,1,"(8, 4)","(6, 0)",3,0302,3,1,"(9, 4)","(6, 0)",0,1
163,5,0302,3,1,"(9, 4)","(6, 0)",2,2300,3,2,"(9, 5)","(6, 0)",0,1
163,6,2300,3,2,"(9, 5)","(6, 0)",0,2300,3,2,"(9, 6)","(6, 0)",0,1
163,7,2300,3,2,"(9, 6)","(6, 0)",2,2300,3,2,"(9, 7)","(6, 0)",0,1
163,8,2300,3,2,"(9, 7)","(6, 0)",2,2300,3,2,"(9, 8)","(6, 0)",0,1
163,9,2300,3,2,"(9, 8)","(6, 0)",1,2300,3,1,"(9, 8)","(6, 0)",3,0
164,0,0020,3,0,"(5, 5)","(0, 4)",2,0020,3,0,"(5, 4)","(0, 4)",0,1
164,1,0020,3,0,"(5, 4)","(0, 4)",0,0020,3,0,"(5, 3)","(0, 4)",0,1
164,2,0020,3,0,"(5, 3)","(0, 4)",3,0200,3,3,"(4, 3)","(0, 4)",0,1
164,3,0200,3,3,"(4, 3)","(0, 4)",3,0200,3,3,"(3, 3)","(0, 4)",0,1
164,4,0200,3,3,"(3, 3)","(0, 4)",0,0020,3,0,"(3, 2)","(0, 4)",0,1
164,5,0020,3,0,"(3, 2)","(0, 4)",1,0002,3,1,"(4, 2)","(0, 4)",0,1
164,6,0002,3,1,"(4, 2)","(0, 4)",0,0020,3,0,"(4, 1)","(0, 4)",0,1
164,7,0020,3,0,"(4, 1)","(0, 4)",2,3020,3,0,"(4, 0)","(0, 4)",0,1
164,8,3020,3,0,"(4, 0)","(0, 4)",1,3002,3,1,"(5, 0)","(0, 4)",0,1
164,9,3002,3,1,"(5, 0)","(0, 4)",0,3002,3,0,"(5, 0)","(0, 4)",3,0
165,0,0020,3,0,"(5, 5)","(6, 6)",2,0020,3,0,"(5, 4)","(6, 6)",0,1
165,1,0020,3,0,"(5, 4)","(6, 6)",2,0020,3,0,"(5, 3)","(6, 6)",0,1
165,2,0020,3,0,"(5, 3)","(6, 6)",2,0020,3,0,"(5, 2)","(6, 6)",0,1
165,3,0020,3,0,"(5, 2)","(6, 6)",1,0002,3,1,"(6, 2)","(6, 6)",0,1
165,4,0002,3,1,"(6, 2)","(6, 6)",1,0002,3,1,"(7, 2)","(6, 6)",0,1
165,5,0002,3,1,"(7, 2)","(6, 6)",0,0020,3,0,"(7, 1)","(6, 6)",0,1
165,6,0020,3,0,"(7, 1)","(6, 6)",3,0200,3,3,"(6, 1)","(6, 6)",0,1
165,7,0200,3,3,"(6, 1)","(6, 6)",2,2000,3,2,"(6, 2)","(6, 6)",0,1
165,8,2000,3,2,"(6, 2)","(6, 6)",3,0200,3,3,"(5, 2)","(6, 6)",0,1
165,9,0200,3,3,"(5, 2)","(6, 6)",1,0200,3,3,"(4, 2)","(6, 6)",0,1
165,10,0200,3,3,"(4, 2)","(6, 6)",0,0020,3,0,"(4, 1)","(6, 6)",0,1
165,11,0020,3,0,"(4, 1)","(6, 6)",0,3020,3,0,"(4, 0)","(6, 6)",0,1
165,12,3020,3,0,"(4, 0)","(6, 6)",2,3020,3,0,"(4, 0)","(6, 6)",3,0
166,0,0020,3,0,"(5, 5)","(7, 4)",0,0020,3,0,"(5, 4)","(7, 4)",0,1
166,1,0020,3,0,"(5, 4)","(7, 4)",3,0200,3,3,"(4, 4)","(7, 4)",0,1
166,2,0200,3,3,"(4, 4)","(7, 4)",3,0200,3,3,"(3, 4)","(7, 4)",0,1
166,3,0200,3,3,"(3, 4)","(7, 4)",3,0200,3,3,"(2, 4)","(7, 4)",0,1
166,4,0200,3,3,"(2, 4)","(7, 4)",3,0200,3,3,"(1, 4)","(7, 4)",0,1
166,5,0200,3,3,"(1, 4)","(7, 4)",2,2000,3,2,"(1, 5)","(7, 4)",0,1
166,6,2000,3,2,"(1, 5)","(7, 4)",0,2000,3,2,"(1, 6)","(7, 4)",0,1
166,7,2000,3,2,"(1, 6)","(7, 4)",1,0002,3,1,"(2, 6)","(7, 4)",0,1
166,8,0002,3,1,"(2, 6)","(7, 4)",2,2000,3,2,"(2, 7)","(7, 4)",0,1
166,9,2000,3,2,"(2, 7)","(7, 4)",1,0002,3,1,"(3, 7)","(7, 4)",0,1
166,10,0002,3,1,"(3, 7)","(7, 4)",1,0002,3,1,"(4, 7)","(7, 4)",0,1
166,11,0002,3,1,"(4, 7)","(7, 4)",2,2000,3,2,"(4, 8)","(7, 4)",0,1
166,12,2000,3,2,"(4, 8)","(7, 4)",1,0002,3,1,"(5, 8)","(7, 4)",0,1
166,13,0002,3,1,"(5, 8)","(7, 4)",0,0020,3,0,"(5, 7)","(7, 4)",0,1
166,14,0020,3,0,"(5, 7)","(7, 4)",0,0020,3,0,"(5, 6)","(7, 4)",0,1
166,15,0020,3,0,"(5, 6)","(7, 4)",1,0002,3,1,"(6, 6)","(7, 4)",0,1
166,16,0002,3,1,"(6, 6)","(7, 4)",2,2000,3,2,"(6, 7)","(7, 4)",0,1
166,17,2000,3,2,"(6, 7)","(7, 4)",3,0200,3,3,"(5, 7)","(7, 4)",0,1
166,18,0200,3,3,"(5, 7)","(7, 4)",0,0020,3,0,"(5, 6)","(7, 4)",0,1
166,19,0020,3,0,"(5, 6)","(7, 4)",2,0020,3,0,"(5, 5)","(7, 4)",0,1
166,20,0020,3,0,"(5, 5)","(7, 4)",1,0002,3,1,"(6, 5)","(7, 4)",0,1
166,21,0002,3,1,"(6, 5)","(7, 4)",2,2000,3,2,"(6, 6)","(7, 4)",0,1
166,22,2000,3,2,"(6, 6)","(7, 4)",1,0002,3,1,"(7, 6)","(7, 4)",0,1
166,23,0002,3,1,"(7, 6)","(7, 4)",2,2000,3,2,"(7, 7)","(7, 4)",0,1
166,24,2000,3,2,"(7, 7)","(7, 4)",0,2000,3,2,"(7, 8)","(7, 4)",0,1
166,25,2000,3,2,"(7, 8)","(7, 4)",3,0200,3,3,"(6, 8)","(7, 4)",0,1
166,26,0200,3,3,"(6, 8)","(7, 4)",2,2030,3,2,"(6, 9)","(7, 4)",0,1
166,27,2030,3,2,"(6, 9)","(7, 4)",0,2030,3,2,"(6, 9)","(7, 4)",3,0
167,0,0020,3,0,"(5, 5)","(5, 3)",3,0200,3,3,"(4, 5)","(5, 3)",0,1
167,1,0200,3,3,"(4, 5)","(5, 3)",3,0200,3,3,"(3, 5)","(5, 3)",0,1
167,2,0200,3,3,"(3, 5)","(5, 3)",2,2000,3,2,"(3, 6)","(5, 3)",0,1
167,3,2000,3,2,"(3, 6)","(5, 3)",2,2000,3,2,"(3, 7)","(5, 3)",0,1
167,4,2000,3,2,"(3, 7)","(5, 3)",1,0002,3,1,"(4, 7)","(5, 3)",0,1
167,5,0002,3,1,"(4, 7)","(5, 3)",0,0020,3,0,"(4, 6)","(5, 3)",0,1
167,6,0020,3,0,"(4, 6)","(5, 3)",2,0020,3,0,"(4, 5)","(5, 3)",0,1
167,7,0020,3,0,"(4, 5)","(5, 3)",3,0200,3,3,"(3, 5)","(5, 3)",0,1
167,8,0200,3,3,"(3, 5)","(5, 3)",3,0200,3,3,"(2, 5)","(5, 3)",0,1
167,9,0200,3,3,"(2, 5)","(5, 3)",2,2000,3,2,"(2, 6)","(5, 3)",0,1
167,10,2000,3,2,"(2, 6)","(5, 3)",3,0200,3,3,"(1, 6)","(5, 3)",0,1
167,11,0200,3,3,"(1, 6)","(5, 3)",1,0203,3,3,"(0, 6)","(5, 3)",0,1
167,12,0203,3,3,"(0, 6)","(5, 3)",0,0023,3,0,"(0, 5)","(5, 3)",0,1
167,13,0023,3,0,"(0, 5)","(5, 3)",2,0023,3,0,"(0, 4)","(5, 3)",0,1
167,14,0023,3,0,"(0, 4)","(5, 3)",3,0023,3,3,"(0, 4)","(5, 3)",3,0
168,0,0020,3,0,"(5, 5)","(7, 6)",0,0020,3,0,"(5, 4)","(7, 6)",0,1
168,1,0020,3,0,"(5, 4)","(7, 6)",1,0002,3,1,"(6, 4)","(7, 6)",0,1
168,2,0002,3,1,"(6, 4)","(7, 6)",3,0002,3,1,"(7, 4)","(7, 6)",0,1
168,3,0002,3,1,"(7, 4)","(7, 6)",1,0002,3,1,"(8, 4)","(7, 6)",0,1
168,4,0002,3,1,"(8, 4)","(7, 6)",3,0302,3,1,"(9, 4)","(7, 6)",0,1
168,5,0302,3,1,"(9, 4)","(7, 6)",1,0302,3,1,"(9, 4)","(7, 6)",3,0
169,0,0020,3,0,"(5, 5)","(0, 9)",3,0200,3,3,"(4, 5)","(0, 9)",0,1
169,1,0200,3,3,"(4, 5)","(0, 9)",3,0200,3,3,"(3, 5)","(0, 9)",0,1
169,2,0200,3,3,"(3, 5)","(0, 9)",1,0200,3,3,"(2, 5)","(0, 9)",0,1
169,3,0200,3,3,"(2, 5)","(0, 9)",0,0020,3,0,"(2, 4)","(0, 9)",0,1
169,4,0020,3,0,"(2, 4)","(0, 9)",1,0002,3,1,"(3, 4)","(0, 9)",0,1
169,5,0002,3,1,"(3, 4)","(0, 9)",1,0002,3,1,"(4, 4)","(0, 9)",0,1
169,6,0002,3,1,"(4, 4)","(0, 9)",3,0002,3,1,"(5, 4)","(0, 9)",0,1
169,7,0002,3,1,"(5, 4)","(0, 9)",2,2000,3,2,"(5, 5)","(0, 9)",0,1
169,8,2000,3,2,"(5, 5)","(0, 9)",0,2000,3,2,"(5, 6)","(0, 9)",0,1
169,9,2000,3,2,"(5, 6)","(0, 9)",2,2000,3,2,"(5, 7)","(0, 9)",0,1
169,10,2000,3,2,"(5, 7)","(0, 9)",0,2000,3,2,"(5, 8)","(0, 9)",0,1
169,11,2000,3,2,"(5, 8)","(0, 9)",2,2030,3,2,"(5, 9)","(0, 9)",0,1
169,12,2030,3,2,"(5, 9)","(0, 9)",1,0032,3,1,"(6, 9)","(0, 9)",0,1
169,13,0032,3,1,"(6, 9)","(0, 9)",1,0032,3,1,"(7, 9)","(0, 9)",0,1
169,14,0032,3,1,"(7, 9)","(0, 9)",0,0020,3,0,"(7, 8)","(0, 9)",0,1
169,15,0020,3,0,"(7, 8)","(0, 9)",1,0002,3,1,"(8, 8)","(0, 9)",0,1
169,16,0002,3,1,"(8, 8)","(0, 9)",1,0302,3,1,"(9, 8)","(0, 9)",0,1
169,17,0302,3,1,"(9, 8)","(0, 9)",3,0302,3,1,"(9, 8)","(0, 9)",3,0
170,0,0020,3,0,"(5, 5)","(2, 6)",0,0020,3,0,"(5, 4)","(2, 6)",0,1
170,1,0020,3,0,"(5, 4)","(2, 6)",2,0020,3,0,"(5, 3)","(2, 6)",0,1
170,2,0020,3,0,"(5, 3)","(2, 6)",1,0002,3,1,"(6, 3)","(2, 6)",0,1
170,3,0002,3,1,"(6, 3)","(2, 6)",3,0002,3,1,"(7, 3)","(2, 6)",0,1
170,4,0002,3,1,"(7, 3)","(2, 6)",1,0002,3,1,"(8, 3)","(2, 6)",0,1
170,5,0002,3,1,"(8, 3)","(2, 6)",2,2000,3,2,"(8, 4)","(2, 6)",0,1
170,6,2000,3,2,"(8, 4)","(2, 6)",3,0200,3,3,"(7, 4)","(2, 6)",0,1
170,7,0200,3,3,"(7, 4)","(2, 6)",0,0020,3,0,"(7, 3)","(2, 6)",0,1
170,8,0020,3,0,"(7, 3)","(2, 6)",1,0002,3,1,"(8, 3)","(2, 6)",0,1
170,9,0002,3,1,"(8, 3)","(2, 6)",3,0302,3,1,"(9, 3)","(2, 6)",0,1
170,10,0302,3,1,"(9, 3)","(2, 6)",0,0320,3,0,"(9, 2)","(2, 6)",0,1
170,11,0320,3,0,"(9, 2)","(2, 6)",2,0320,3,0,"(9, 1)","(2, 6)",0,1
170,12,0320,3,0,"(9, 1)","(2, 6)",0,3320,3,0,"(9, 0)","(2, 6)",0,1
170,13,3320,3,0,"(9, 0)","(2, 6)",2,3320,3,0,"(9, 0)","(2, 6)",3,0
171,0,0020,3,0,"(5, 5)","(7, 0)",3,0200,3,3,"(4, 5)","(7, 0)",0,1
171,1,0200,3,3,"(4, 5)","(7, 0)",0,0020,3,0,"(4, 4)","(7, 0)",0,1
171,2,0020,3,0,"(4, 4)","(7, 0)",1,0002,3,1,"(5, 4)","(7, 0)",0,1
171,3,0002,3,1,"(5, 4)","(7, 0)",3,0002,3,1,"(6, 4)","(7, 0)",0,1
171,4,0002,3,1,"(6, 4)","(7, 0)",3,0002,3,1,"(7, 4)","(7, 0)",0,1
171,5,0002,3,1,"(7, 4)","(7, 0)",1,0002,3,1,"(8, 4)","(7, 0)",0,1
171,6,0002,3,1,"(8, 4)","(7, 0)",3,0302,3,1,"(9, 4)","(7, 0)",0,1
171,7,0302,3,1,"(9, 4)","(7, 0)",2,2300,3,2,"(9, 5)","(7, 0)",0,1
171,8,2300,3,2,"(9, 5)","(7, 0)",3,0200,3,3,"(8, 5)","(7, 0)",0,1
171,9,0200,3,3,"(8, 5)","(7, 0)",1,0200,3,3,"(7, 5)","(7, 0)",0,1
171,10,0200,3,3,"(7, 5)","(7, 0)",2,2000,3,2,"(7, 6)","(7, 0)",0,1
171,11,2000,3,2,"(7, 6)","(7, 0)",2,2000,3,2,"(7, 7)","(7, 0)",0,1
171,12,2000,3,2,"(7, 7)","(7, 0)",0,2000,3,2,"(7, 8)","(7, 0)",0,1
171,13,2000,3,2,"(7, 8)","(7, 0)",0,2030,3,2,"(7, 9)","(7, 0)",0,1
171,14,2030,3,2,"(7, 9)","(7, 0)",2,2030,3,2,"(7, 9)","(7, 0)",3,0
172,0,1020,3,0,"(5, 5)","(5, 4)",2,0020,4,0,"(5, 4)","(2, 0)",1,1
172,1,0020,4,0,"(5, 4)","(2, 0)",0,0020,4,0,"(5, 3)","(2, 0)",0,1
172,2,0020,4,0,"(5, 3)","(2, 0)",3,0200,4,3,"(4, 3)","(2, 0)",0,1
172,3,0200,4,3,"(4, 3)","(2, 0)",1,0200,4,3,"(3, 3)","(2, 0)",0,1
172,4,0200,4,3,"(3, 3)","(2, 0)",1,0200,4,3,"(2, 3)","(2, 0)",0,1
172,5,0200,4,3,"(2, 3)","(2, 0)",0,0020,4,0,"(2, 2)","(2, 0)",0,1
172,6,0020,4,0,"(2, 2)","(2, 0)",1,0002,4,1,"(3, 2)","(2, 0)",0,1
172,7,0002,4,1,"(3, 2)","(2, 0)",0,0020,4,0,"(3, 1)","(2, 0)",0,1
172,8,0020,4,0,"(3, 1)","(2, 0)",1,0002,4,1,"(4, 1)","(2, 0)",0,1
172,9,0002,4,1,"(4, 1)","(2, 0)",0,3020,4,0,"(4, 0)","(2, 0)",0,1
172,10,3020,4,0,"(4, 0)","(2, 0)",2,3020,4,0,"(4, 0)","(2, 0)",3,0
173,0,0020,3,0,"(5, 5)","(0, 1)",1,0002,3,1,"(6, 5)","(0, 1)",0,1
173,1,0002,3,1,"(6, 5)","(0, 1)",0,0020,3,0,"(6, 4)","(0, 1)",0,1
173,2,0020,3,0,"(6, 4)","(0, 1)",1,0002,3,1,"(7, 4)","(0, 1)",0,1
173,3,0002,3,1,"(7, 4)","(0, 1)",3,0002,3,1,"(8, 4)","(0, 1)",0,1
173,4,0002,3,1,"(8, 4)","(0, 1)",1,0302,3,1,"(9, 4)","(0, 1)",0,1
173,5,0302,3,1,"(9, 4)","(0, 1)",0,0320,3,0,"(9, 3)","(0, 1)",0,1
173,6,0320,3,0,"(9, 3)","(0, 1)",2,0320,3,0,"(9, 2)","(0, 1)",0,1
173,7,0320,3,0,"(9, 2)","(0, 1)",2,0320,3,0,"(9, 1)","(0, 1)",0,1
173,8,0320,3,0,"(9, 1)","(0, 1)",3,0200,3,3,"(8, 1)","(0, 1)",0,1
173,9,0200,3,3,"(8, 1)","(0, 1)",3,0200,3,3,"(7, 1)","(0, 1)",0,1
173,10,0200,3,3,"(7, 1)","(0, 1)",3,0200,3,3,"(6, 1)","(0, 1)",0,1
173,11,0200,3,3,"(6, 1)","(0, 1)",3,0200,3,3,"(5, 1)","(0, 1)",0,1
173,12,0200,3,3,"(5, 1)","(0, 1)",0,3020,3,0,"(5, 0)","(0, 1)",0,1
173,13,3020,3,0,"(5, 0)","(0, 1)",0,3020,3,0,"(5, 0)","(0, 1)",3,0
174,0,0020,3,0,"(5, 5)","(9, 6)",0,0020,3,0,"(5, 4)","(9, 6)",0,1
174,1,0020,3,0,"(5, 4)","(9, 6)",1,0002,3,1,"(6, 4)","(9, 6)",0,1
174,2,0002,3,1,"(6, 4)","(9, 6)",0,0020,3,0,"(6, 3)","(9, 6)",0,1
174,3,0020,3,0,"(6, 3)","(9, 6)",0,0020,3,0,"(6, 2)","(9, 6)",0,1
174,4,0020,3,0,"(6, 2)","(9, 6)",1,0002,3,1,"(7, 2)","(9, 6)",0,1
174,5,0002,3,1,"(7, 2)","(9, 6)",1,0002,3,1,"(8, 2)","(9, 6)",0,1
174,6,0002,3,1,"(8, 2)","(9, 6)",1,0302,3,1,"(9, 2)","(9, 6)",0,1
174,7,0302,3,1,"(9, 2)","(9, 6)",1,0302,3,1,"(9, 2)","(9, 6)",3,0
175,0,0020,3,0,"(5, 5)","(7, 7)",0,0020,3,0,"(5, 4)","(7, 7)",0,1
175,1,0020,3,0,"(5, 4)","(7, 7)",2,0020,3,0,"(5, 3)","(7, 7)",0,1
175,2,0020,3,0,"(5, 3)","(7, 7)",0,0020,3,0,"(5, 2)","(7, 7)",0,1
175,3,0020,3,0,"(5, 2)","(7, 7)",0,0020,3,0,"(5, 1)","(7, 7)",0,1
175,4,0020,3,0,"(5, 1)","(7, 7)",0,3020,3,0,"(5, 0)","(7, 7)",0,1
175,5,3020,3,0,"(5, 0)","(7, 7)",0,3020,3,0,"(5, 0)","(7, 7)",3,0
176,0,0020,3,0,"(5, 5)","(4, 2)",0,0020,3,0,"(5, 4)","(4, 2)",0,1
176,1,0020,3,0,"(5, 4)","(4, 2)",1,0002,3,1,"(6, 4)","(4, 2)",0,1
176,2,0002,3,1,"(6, 4)","(4, 2)",3,0002,3,1,"(7, 4)","(4, 2)",0,1
176,3,0002,3,1,"(7, 4)","(4, 2)",0,0020,3,0,"(7, 3)","(4, 2)",0,1
176,4,0020,3,0,"(7, 3)","(4, 2)",3,0200,3,3,"(6, 3)","(4, 2)",0,1
176,5,0200,3,3,"(6, 3)","(4, 2)",3,0200,3,3,"(5, 3)","(4, 2)",0,1
176,6,0200,3,3,"(5, 3)","(4, 2)",1,1200,3,3,"(4, 3)","(4, 2)",0,1
176,7,1200,3,3,"(4, 3)","(4, 2)",3,0200,3,3,"(3, 3)","(4, 2)",0,1
176,8,0200,3,3,"(3, 3)","(4, 2)",1,0200,3,3,"(2, 3)","(4, 2)",0,1
176,9,0200,3,3,"(2, 3)","(4, 2)",0,0020,3,0,"(2, 2)","(4, 2)",0,1
176,10,0020,3,0,"(2, 2)","(4, 2)",3,0200,3,3,"(1, 2)","(4, 2)",0,1
176,11,0200,3,3,"(1, 2)","(4, 2)",2,2000,3,2,"(1, 3)","(4, 2)",0,1
176,12,2000,3,2,"(1, 3)","(4, 2)",0,2000,3,2,"(1, 4)","(4, 2)",0,1
176,13,2000,3,2,"(1, 4)","(4, 2)",2,2000,3,2,"(1, 5)","(4, 2)",0,1
176,14,2000,3,2,"(1, 5)","(4, 2)",1,0002,3,1,"(2, 5)","(4, 2)",0,1
176,15,0002,3,1,"(2, 5)","(4, 2)",1,0002,3,1,"(3, 5)","(4, 2)",0,1
176,16,0002,3,1,"(3, 5)","(4, 2)",0,0020,3,0,"(3, 4)","(4, 2)",0,1
176,17,0020,3,0,"(3, 4)","(4, 2)",1,0002,3,1,"(4, 4)","(4, 2)",0,1
176,18,0002,3,1,"(4, 4)","(4, 2)",2,2000,3,2,"(4, 5)","(4, 2)",0,1
176,19,2000,3,2,"(4, 5)","(4, 2)",2,2000,3,2,"(4, 6)","(4, 2)",0,1
176,20,2000,3,2,"(4, 6)","(4, 2)",3,0200,3,3,"(3, 6)","(4, 2)",0,1
176,21,0200,3,3,"(3, 6)","(4, 2)",2,2000,3,2,"(3, 7)","(4, 2)",0,1
176,22,2000,3,2,"(3, 7)","(4, 2)",3,0200,3,3,"(2, 7)","(4, 2)",0,1
176,23,0200,3,3,"(2, 7)","(4, 2)",2,2000,3,2,"(2, 8)","(4, 2)",0,1
176,24,2000,3,2,"(2, 8)","(4, 2)",2,2030,3,2,"(2, 9)","(4, 2)",0,1
176,25,2030,3,2,"(2, 9)","(4, 2)",2,2030,3,2,"(2, 9)","(4, 2)",3,0
177,0,0020,3,0,"(5, 5)","(9, 1)",0,0020,3,0,"(5, 4)","(9, 1)",0,1
177,1,0020,3,0,"(5, 4)","(9, 1)",3,0200,3,3,"(4, 4)","(9, 1)",0,1
177,2,0200,3,3,"(4, 4)","(9, 1)",0,0020,3,0,"(4, 3)","(9, 1)",0,1
177,3,0020,3,0,"(4, 3)","(9, 1)",0,0020,3,0,"(4, 2)","(9, 1)",0,1
177,4,0020,3,0,"(4, 2)","(9, 1)",1,0002,3,1,"(5, 2)","(9, 1)",0,1
177,5,0002,3,1,"(5, 2)","(9, 1)",1,0002,3,1,"(6, 2)","(9, 1)",0,1
177,6,0002,3,1,"(6, 2)","(9, 1)",3,0002,3,1,"(7, 2)","(9, 1)",0,1
177,7,0002,3,1,"(7, 2)","(9, 1)",3,0002,3,1,"(8, 2)","(9, 1)",0,1
177,8,0002,3,1,"(8, 2)","(9, 1)",1,1302,3,1,"(9, 2)","(9, 1)",0,1
